componentId,componentType,currentStatus,lastCompletedProcess,nextProcess,processStatus,percentComplete,totalCycleTime,completedAt,designUrl,workstation,teamLead,dateshipped,datedelivered,componentsqft,projectId
W-0.20,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,70,TEK-028-CHAROUHIS
F-5,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,3/28/25 00:00,3/28/25 00:00,155,TEK-028-CHAROUHIS
W-90,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,16,TEK-004-BURGHER325HLND
W-12,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,200,TEK-004-BURGHER325HLND
W-0:47,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,132,TEK-028-CHAROUHIS
W-1.43,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,96,TEK-028-CHAROUHIS
W-0.43,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,60,TEK-028-CHAROUHIS
W-47,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,70,TEK-018-ASPENGLENSD-5
W-39,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,240,TEK-018-ASPENGLENSD-5
W-1.108,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,96,TEK-028-CHAROUHIS
W-0.45,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,77,TEK-028-CHAROUHIS
W-1.97,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,49,TEK-028-CHAROUHIS
W-27,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,99,TEK-015-ASPENGLENSD-2
W-16D,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,48,TEK-015-ASPENGLENSD-2
W-0.3,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,65,TEK-028-CHAROUHIS
W- 0.48,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,132,TEK-028-CHAROUHIS
F-21,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,29,TEK-004-BURGHER325HLND
W-16B,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,72,TEK-015-ASPENGLENSD-2
W-0.15A,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,25,TEK-028-CHAROUHIS
W-19A,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,111,TEK-004-BURGHER325HLND
W-3,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,18,TEK-019-ASPENGLENSD-6
F-4,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,2/5/25 00:00,2/5/25 00:00,102,TEK-018-ASPENGLENSD-5
W-0.18,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,20,TEK-028-CHAROUHIS
W-78B,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,70,TEK-019-ASPENGLENSD-6
W-38,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,60,TEK-004-BURGHER325HLND
W-2.10,Exterior Wall,PENDING,,Cut,Pending,0,,,,,,,,31,TEK-028-CHAROUHIS
W-74B,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,198,TEK-015-ASPENGLENSD-2
W-1.49,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,22,TEK-028-CHAROUHIS
W-30B,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,137,TEK-019-ASPENGLENSD-6
W-76,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,140,TEK-018-ASPENGLENSD-5
W-1.89,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,19,TEK-028-CHAROUHIS
F-13,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,122,TEK-004-BURGHER325HLND
W-2.21,Interior Wall ,PENDING,,Cut,Pending,0,,,,,,,,66,TEK-028-CHAROUHIS
W-1.76B,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,20,TEK-028-CHAROUHIS
W-8B,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,45,TEK-015-ASPENGLENSD-2
W-37,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,125,TEK-004-BURGHER325HLND
W-10,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,247,TEK-004-BURGHER325HLND
W-41A,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,155,TEK-019-ASPENGLENSD-6
W-50c,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,60,TEK-015-ASPENGLENSD-2
W-75,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,50,TEK-019-ASPENGLENSD-6
W-43b,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,20,TEK-018-ASPENGLENSD-5
F-7,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,3/28/25 00:00,3/28/25 00:00,145,TEK-028-CHAROUHIS
W-0.53,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,121,TEK-028-CHAROUHIS
W-43c,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,22,TEK-018-ASPENGLENSD-5
W-71A,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,54,TEK-004-BURGHER325HLND
W-0.51,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,30,TEK-028-CHAROUHIS
W-0.23,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,32,TEK-028-CHAROUHIS
W-5a,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,225,TEK-018-ASPENGLENSD-5
W-64,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,23,TEK-004-BURGHER325HLND
W-84,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,84,TEK-015-ASPENGLENSD-2
W-1.62,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,137,TEK-028-CHAROUHIS
W-58,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,155,TEK-019-ASPENGLENSD-6
W-50,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,18,TEK-015-ASPENGLENSD-2
W-8,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,225,TEK-019-ASPENGLENSD-6
W-1.116,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,121,TEK-028-CHAROUHIS
W-8,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,41,TEK-004-BURGHER325HLND
W-52,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,140,TEK-018-ASPENGLENSD-5
W-47,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,55,TEK-019-ASPENGLENSD-6
F-12,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/5/25 00:00,5/5/25 00:00,264,TEK-015-ASPENGLENSD-2
W-0.52,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,80,TEK-028-CHAROUHIS
W-19D,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,72,TEK-015-ASPENGLENSD-2
W-63,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,70,TEK-015-ASPENGLENSD-2
W-28,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,60,TEK-019-ASPENGLENSD-6
W-65A,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,72,TEK-015-ASPENGLENSD-2
W-0.33,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,88,TEK-028-CHAROUHIS
W-2.18,Interior Wall ,PENDING,,Cut,Pending,0,,,,,,,,137,TEK-028-CHAROUHIS
W-66C,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,46,TEK-004-BURGHER325HLND
W-79,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,162,TEK-019-ASPENGLENSD-6
W-9,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,90,TEK-018-ASPENGLENSD-5
W-78,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,172,TEK-004-BURGHER325HLND
W-1.88,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,23,TEK-028-CHAROUHIS
W-1.106,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,21,TEK-028-CHAROUHIS
W-13,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,14,TEK-019-ASPENGLENSD-6
W-1.93,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,44,TEK-028-CHAROUHIS
W-41,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,9,TEK-015-ASPENGLENSD-2
W-76,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,15,TEK-004-BURGHER325HLND
W-7b,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,162,TEK-018-ASPENGLENSD-5
W-10,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,63,TEK-015-ASPENGLENSD-2
W-25,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,45,TEK-015-ASPENGLENSD-2
W-70,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,108,TEK-004-BURGHER325HLND
W-84,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,270,TEK-019-ASPENGLENSD-6
W-71A,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,90,TEK-015-ASPENGLENSD-2
W-43d,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,22,TEK-018-ASPENGLENSD-5
W-21,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,78,TEK-028-CHAROUHIS
W-4,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,36,TEK-015-ASPENGLENSD-2
W-69C,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,46,TEK-004-BURGHER325HLND
W-70,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,20,TEK-018-ASPENGLENSD-5
W-17,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,167,TEK-019-ASPENGLENSD-6
W-0.50,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,95,TEK-028-CHAROUHIS
W-65B,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,57,TEK-015-ASPENGLENSD-2
W-2.7,Exterior Wall,PENDING,,Cut,Pending,0,,,,,,,,36,TEK-028-CHAROUHIS
W-51,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,81,TEK-015-ASPENGLENSD-2
F-7A,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,105,TEK-004-BURGHER325HLND
W-1.16,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,45,TEK-028-CHAROUHIS
W-1.117,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,122,TEK-028-CHAROUHIS
F-17,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,3/28/25 00:00,3/28/25 00:00,120,TEK-028-CHAROUHIS
W-19C,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,27,TEK-015-ASPENGLENSD-2
W- 0:41,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,110,TEK-028-CHAROUHIS
W-5,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,18,TEK-015-ASPENGLENSD-2
F-11,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,3/28/25 00:00,3/28/25 00:00,266,TEK-028-CHAROUHIS
W-33c,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,10,TEK-018-ASPENGLENSD-5
F-20,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,10/28/24 00:00,10/28/24 00:00,60,TEK-019-ASPENGLENSD-6
W-9,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,36,TEK-019-ASPENGLENSD-6
W-16A,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,65,TEK-015-ASPENGLENSD-2
W-54,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,114,TEK-015-ASPENGLENSD-2
W-53,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,10,TEK-015-ASPENGLENSD-2
W-33j,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,35,TEK-018-ASPENGLENSD-5
W-52,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,108,TEK-015-ASPENGLENSD-2
W-30,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,10,TEK-004-BURGHER325HLND
W-13,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,77,TEK-015-ASPENGLENSD-2
F-2A,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,84,TEK-004-BURGHER325HLND
F-8,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,2/5/25 00:00,2/5/25 00:00,369,TEK-018-ASPENGLENSD-5
W-9,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,110,TEK-004-BURGHER325HLND
W-57 A/B,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,260,TEK-015-ASPENGLENSD-2
W-1.24,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,74,TEK-028-CHAROUHIS
W-38,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,90,TEK-015-ASPENGLENSD-2
W-33,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,20,TEK-018-ASPENGLENSD-5
W-1.12,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,13,TEK-028-CHAROUHIS
W-1B,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,98,TEK-004-BURGHER325HLND
W-23A,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,70,TEK-019-ASPENGLENSD-6
W-0.27,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,48,TEK-028-CHAROUHIS
W-14,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,215,TEK-018-ASPENGLENSD-5
W-2.5,Interior Wall ,PENDING,,Cut,Pending,0,,,,,,,,55,TEK-028-CHAROUHIS
W-4,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,117,TEK-004-BURGHER325HLND
W-77A,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,20,TEK-015-ASPENGLENSD-2
W-1.33,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,101,TEK-028-CHAROUHIS
W-2.8,Exterior Wall,PENDING,,Cut,Pending,0,,,,,,,,29,TEK-028-CHAROUHIS
W-54,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,105,TEK-019-ASPENGLENSD-6
W-49A,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,200,TEK-004-BURGHER325HLND
W-53,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,29,TEK-004-BURGHER325HLND
W-59,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,50,TEK-018-ASPENGLENSD-5
W-1.51,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,79,TEK-028-CHAROUHIS
W0.25,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,25,TEK-028-CHAROUHIS
W-50,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,85,TEK-019-ASPENGLENSD-6
W-75,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,63,TEK-004-BURGHER325HLND
W-0.19,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,90,TEK-028-CHAROUHIS
W-67,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,19,TEK-019-ASPENGLENSD-6
W-76,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,117,TEK-015-ASPENGLENSD-2
W-42,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,36,TEK-004-BURGHER325HLND
W-7,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,225,TEK-015-ASPENGLENSD-2
W-1.109,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,23,TEK-028-CHAROUHIS
W-21,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,189,TEK-015-ASPENGLENSD-2
W-32,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,18,TEK-015-ASPENGLENSD-2
W-44,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,260,TEK-018-ASPENGLENSD-5
W-2.16,Exterior Wall,PENDING,,Cut,Pending,0,,,,,,,,47,TEK-028-CHAROUHIS
W-51,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,65,TEK-018-ASPENGLENSD-5
F-9,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/5/25 00:00,5/5/25 00:00,216,TEK-015-ASPENGLENSD-2
W-1.58,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,30,TEK-028-CHAROUHIS
W-82,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,225,TEK-019-ASPENGLENSD-6
W-91,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,120,TEK-004-BURGHER325HLND
W-1.101,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,48,TEK-028-CHAROUHIS
W-0.56,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,20,TEK-028-CHAROUHIS
W-46,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,54,TEK-004-BURGHER325HLND
W-1.32,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,46,TEK-028-CHAROUHIS
W-1.85,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,105,TEK-028-CHAROUHIS
W-73,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,54,TEK-015-ASPENGLENSD-2
F-36,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/29/25 00:00,5/29/25 00:00,62,TEK-028-CHAROUHIS
W-51,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,127,TEK-019-ASPENGLENSD-6
F-7,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,230,TEK-004-BURGHER325HLND
W-7,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,60,TEK-018-ASPENGLENSD-5
W-18,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,110,TEK-018-ASPENGLENSD-5
W-60,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,45,TEK-015-ASPENGLENSD-2
W-50,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,57,TEK-004-BURGHER325HLND
F-9,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,273,TEK-004-BURGHER325HLND
W-1.84,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,38,TEK-028-CHAROUHIS
F-1,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,10/31/24 00:00,10/31/24 00:00,228,TEK-019-ASPENGLENSD-6
F-14,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/5/25 00:00,5/5/25 00:00,84,TEK-015-ASPENGLENSD-2
F-19,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,10/28/24 00:00,10/28/24 00:00,168,TEK-019-ASPENGLENSD-6
W-1.42,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,96,TEK-028-CHAROUHIS
F-1A,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/5/25 00:00,5/5/25 00:00,168,TEK-015-ASPENGLENSD-2
W-0.36,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,65,TEK-028-CHAROUHIS
W-25,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,26,TEK-004-BURGHER325HLND
W-62,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,29,TEK-015-ASPENGLENSD-2
F-34,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/29/25 00:00,5/29/25 00:00,279,TEK-028-CHAROUHIS
W-12,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,180,TEK-018-ASPENGLENSD-5
W-55,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,19,TEK-004-BURGHER325HLND
W-1.103,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,25,TEK-028-CHAROUHIS
W-2.31,Exterior Wall,PENDING,,Cut,Pending,0,,,,,,,,37,TEK-028-CHAROUHIS
W-78-79-80,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,408,TEK-015-ASPENGLENSD-2
F-18B,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,3/28/25 00:00,3/28/25 00:00,51,TEK-028-CHAROUHIS
W-31,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,50,TEK-004-BURGHER325HLND
W-46,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,135,TEK-019-ASPENGLENSD-6
W-57,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,60,TEK-018-ASPENGLENSD-5
W-0.31,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,140,TEK-028-CHAROUHIS
F-13,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,3/28/25 00:00,3/28/25 00:00,239,TEK-028-CHAROUHIS
W-8A,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,18,TEK-015-ASPENGLENSD-2
W-2.32,Exterior Wall,PENDING,,Cut,Pending,0,,,,,,,,33,TEK-028-CHAROUHIS
W-28,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,19,TEK-015-ASPENGLENSD-2
W-48,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,139,TEK-019-ASPENGLENSD-6
