id,componentId,componentType,currentStatus,lastCompletedProcess,nextProcess,processStatus,percentComplete,completedAt,designUrl,workstation,teamLead,dateshipped,datedelivered,componentsqft,projectId,Level,createdAt,maxHeight,maxWidth,sequence,updatedAt,weight
9e8f7d78-14bf-40a2-89db-75fa4418490b,W-31,Exterior Wall,Delivered,Ship,,Complete,100,9/26/24,,,,11/4/24,11/4/24,154,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
c20dfc49-a0fe-4ef8-a98d-9f331f2857e8,W-31A,Exterior Wall,Delivered,Ship,,Complete,100,1/15/25,,,Joel,5/6/25,5/6/25,54,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
ae204a88-d6f0-4acb-9674-9d91a4b072d9,W-32,Interior Wall ,Delivered,Ship,,Complete,100,9/6/24,,,,9/12/24,9/12/24,55,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
fe502938-6245-4099-8269-286d04471f33,W-32,Interior Wall ,Delivered,Ship,,Complete,100,1/15/25,,,Joel,5/6/25,5/6/25,18,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
fcf1d77f-67c0-48aa-8842-8be3c0266b4e,W-32,Interior Wall ,Delivered,Ship,,Complete,100,11/1/24,,,,2/12/25,2/12/25,10,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
357fb877-a35d-49b8-bdf0-0ae09769b263,W-32,Exterior Wall,Delivered,Ship,,Complete,100,9/26/24,,,,11/4/24,11/4/24,38,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
76000454-8c80-436e-9c66-1105dcb977c0,W-33,Interior Wall ,Delivered,Ship,,Complete,100,1/15/25,,,Manuel,5/6/25,5/6/25,27,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
971b3d96-34b6-4757-9d00-33292f4ce259,W-33,Interior Wall ,Delivered,Ship,,Complete,100,10/21/24,,,,2/12/25,2/12/25,20,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
8aa23d65-f271-4e20-b999-ff9b800f9a25,W-33a,Interior Wall ,Delivered,Ship,,Complete,100,10/21/24,,,,2/12/25,2/12/25,20,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
87fc34cf-2d56-4941-bcc2-29584979ea02,W-33b,Interior Wall ,Delivered,Ship,,Complete,100,10/21/24,,,,2/12/25,2/12/25,20,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
ce1c4c3d-81e0-473e-9052-e2b500f7902b,W-33c,Interior Wall ,Delivered,Ship,,Complete,100,10/21/24,,,,2/12/25,2/12/25,10,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
1bffa273-b608-46f5-8d33-efb183ae7d67,W-33d,Interior Wall ,Delivered,Ship,,Complete,100,10/21/24,,,,2/12/25,2/12/25,10,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
080156f5-9aeb-419d-87a9-262a2a51ebbc,W-33e,Interior Wall ,Delivered,Ship,,Complete,100,10/21/24,,,,2/12/25,2/12/25,18,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
c43add86-71cb-43d4-8eda-df2b94592382,W-33ei,Interior Wall ,Delivered,Ship,,Complete,100,10/21/24,,,,2/12/25,2/12/25,20,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
7b5f92f3-f3f3-45fa-b887-1256662b3c7d,W-33g,Interior Wall ,Delivered,Ship,,Complete,100,10/21/24,,,,2/12/25,2/12/25,30,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
22d8d337-49ab-450b-ba27-88b326c34ab4,W-33h,Interior Wall ,Delivered,Ship,,Complete,100,11/4/24,,,,2/12/25,2/12/25,105,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
6f35fcea-c964-4fb0-9ea4-476619db1f4c,W-33i,Interior Wall ,Delivered,Ship,,Complete,100,10/21/24,,,,2/12/25,2/12/25,40,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
b2faa7db-e3bf-48ae-bb80-0d89367043bb,W-33j,Interior Wall ,Delivered,Ship,,Complete,100,11/4/24,,,,2/12/25,2/12/25,35,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
d583fc15-5baf-429c-bf0a-29f0dee6e3e0,W-33k,Interior Wall ,Delivered,Ship,,Complete,100,10/21/24,,,,2/12/25,2/12/25,30,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
12d6e3da-a380-4222-a1cd-8364b53d8db6,W-33l,Interior Wall ,Delivered,Ship,,Complete,100,10/21/24,,,,2/12/25,2/12/25,80,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
4a6382db-503a-4229-a807-f2328872353d,W-33m,Interior Wall ,Delivered,Ship,,Complete,100,10/21/24,,,,2/12/25,2/12/25,30,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
75374368-af87-4dc1-870b-64795f1d5271,W-33n,Interior Wall ,Delivered,Ship,,Complete,100,10/21/24,,,,2/12/25,2/12/25,40,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
a6a9ce43-86c8-421b-8346-6a0ffe8e4ea7,W-33o,Interior Wall ,Delivered,Ship,,Complete,100,10/22/24,,,,2/12/25,2/12/25,35,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
1cc012e1-0f42-4da7-9251-9a13e4887b51,W-34,Exterior Wall,Delivered,Ship,,Complete,100,1/27/25,,,Adrian,5/6/25,5/6/25,135,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
06f896f2-8bce-4ac8-aacb-35d6bad65efb,W-34,Interior Wall ,Delivered,Ship,,Complete,100,10/22/24,,,,2/12/25,2/12/25,60,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
4e1bacd7-7c5b-41a1-99ce-05ea6370771c,W-35,Interior Wall ,Delivered,Ship,,Complete,100,9/6/24,,,,9/12/24,9/12/24,50,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
4e4a8d37-37c9-4c31-a489-150617571072,W-35,Interior Wall ,Delivered,Ship,,Complete,100,10/22/24,,,,2/12/25,2/12/25,70,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
8f119f93-4bcd-4147-9e60-afafebe820b9,W-36,Interior Wall ,Delivered,Ship,,Complete,100,9/6/24,,,,9/12/24,9/12/24,55,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
2603fc3b-3387-44a0-b574-f90aa833df91,W-36,Interior Wall ,Delivered,Ship,,Complete,100,1/15/25,,,Joel,5/6/25,5/6/25,70,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
61fecdf3-204b-463f-9d57-c059c27e8e39,W-36,Exterior Wall,Delivered,Ship,,Complete,100,9/25/24,,,,11/4/24,11/4/24,48,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
bbeda0ac-e942-4251-aecb-897a0c573060,W-37,Interior Wall ,Delivered,Ship,,Complete,100,9/6/24,,,,9/12/24,9/12/24,125,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
ce029be8-58de-4eb7-b0cf-a380310ca4ef,W-37,Interior Wall ,Delivered,Ship,,Complete,100,1/15/25,,,Joel,5/6/25,5/6/25,9,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
9ad6a6a9-be49-4f67-91f0-af2b305bbf59,W-37,Interior Wall ,Delivered,Ship,,Complete,100,10/22/24,,,,2/12/25,2/12/25,13,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
bd7a25b9-74f9-4a30-bd6c-9604fbf7537c,W-37,Exterior Wall,Delivered,Ship,,Complete,100,9/25/24,,,,11/4/24,11/4/24,237,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
ebedb6cf-ac21-43d3-9999-c76674c48611,W-37A,Exterior Wall,Delivered,Ship,,Complete,100,9/25/24,,,,11/4/24,11/4/24,72,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
5e7fc639-7c45-45c3-93b5-1f672a355b18,W-38,Interior Wall ,Delivered,Ship,,Complete,100,9/6/24,,,,9/12/24,9/12/24,60,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
ce0f0fac-b854-456e-a560-afc21805eb26,W-38,Interior Wall ,Delivered,Ship,,Complete,100,1/16/25,,,Joel,5/6/25,5/6/25,90,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
73c61c98-fbaf-47fb-a57e-60b3b2d4268d,W-38,Interior Wall ,Delivered,Ship,,Complete,100,11/5/24,,,,2/12/25,2/12/25,190,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
ab7c9425-01ea-408c-88e7-4c1928fdaac0,W-38,Exterior Wall,Delivered,Ship,,Complete,100,9/6/24,,,,11/4/24,11/4/24,48,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
a1c13c46-8420-466a-aa9d-ac76b3e6eced,W-38a,Interior Wall ,Delivered,Ship,,Complete,100,10/21/24,,,,2/12/25,2/12/25,30,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
bac6cab0-f09d-4fd2-ad02-04e2218ed234,W-39,Interior Wall ,Delivered,Ship,,Complete,100,1/16/25,,,Joel,5/6/25,5/6/25,10,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
8065a11b-20d1-402e-92ed-5c320a51af87,W-39,Exterior Wall,Delivered,Ship,,Complete,100,11/8/24,,,,2/12/25,2/12/25,240,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
e56a6e60-6b31-45a9-8511-2f208d231a56,W-39,Exterior Wall,Delivered,Ship,,Complete,100,9/25/24,,,,11/4/24,11/4/24,200,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
6c4be66a-1784-4ed7-a496-81ae183bd0b2,W-3A,Exterior Wall,Delivered,Ship,,Complete,100,8/1/24,,,,9/4/24,9/4/24,238,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
d506976d-1d88-49b0-8aa3-e80490340a17,W-4,Interior Wall ,Delivered,Ship,,Complete,100,7/29/24,,,,9/4/24,9/4/24,117,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
8a3ecf16-47a8-4c47-986c-cdb92032f50e,W-4,Exterior Wall,Delivered,Ship,,Complete,100,1/22/25,,,Joel,5/6/25,5/6/25,36,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
1c4658b4-6be1-4fe7-86b8-7c7cc12783ab,W-4,Exterior Wall,Delivered,Ship,,Complete,100,10/30/24,,,,2/12/25,2/12/25,20,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
be5f05f2-821f-4d44-960d-03800a00c783,W-4,Exterior Wall,Delivered,Ship,,Complete,100,9/18/24,,,,11/4/24,11/4/24,225,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
2a54a34b-2346-4a8f-9674-d2328ce66650,W-40,Exterior Wall,Delivered,Ship,,Complete,100,8/27/24,,,,8/28/24,8/28/24,130,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
d9d4f841-76d6-4ecc-82f2-8b378ae1534d,W-40,Interior Wall ,Delivered,Ship,,Complete,100,1/16/25,,,Joel,5/6/25,5/6/25,18,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
ba063ae0-62f1-4a8a-b572-bb4564293914,W-40,Interior Wall ,Delivered,Ship,,Complete,100,10/22/24,,,,2/12/25,2/12/25,30,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
c5b3f28e-e19e-4328-8b58-370c9cd32842,W-40,Exterior Wall,Delivered,Ship,,Complete,100,9/5/24,,,,11/4/24,11/4/24,30,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
9bfe7a2a-ca10-4805-b94c-3e436ba58e4e,W-41,Exterior Wall,Delivered,Ship,,Complete,100,8/27/24,,,,8/28/24,8/28/24,63,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
87fbde6a-e478-4252-8849-796ca5d5bca6,W-41,Interior Wall ,Delivered,Ship,,Complete,100,1/16/25,,,Joel,5/6/25,5/6/25,9,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
c4b9bc5c-0190-4700-b7a9-5e9ea43b1484,W-41,Exterior Wall,Delivered,Ship,,Complete,100,9/24/24,,,,11/4/24,11/4/24,60,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
e2bc6cc3-cff2-4a60-a665-b505dbda9e0b,W-41A,Exterior Wall,Delivered,Ship,,Complete,100,9/23/24,,,,11/4/24,11/4/24,155,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
1a9d4722-9e98-471f-a78c-447132b9d818,W-42,Exterior Wall,Delivered,Ship,,Complete,100,8/27/24,,,,8/28/24,8/28/24,36,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
6227111b-67b8-4e1b-aab6-0e95d751fa02,W-42,Interior Wall ,Delivered,Ship,,Complete,100,1/16/25,,,Joel,5/6/25,5/6/25,8,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
32df5054-48b2-4756-ae67-22de82e9adbd,W-42A,Exterior Wall,Delivered,Ship,,Complete,100,9/23/24,,,,11/4/24,11/4/24,231,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
158bcf91-fad6-4f93-91df-0756a46701ed,W-43,Exterior Wall,Delivered,Ship,,Complete,100,8/26/24,,,,8/28/24,8/28/24,27,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
7f6799b1-8dc3-49fd-b09c-cc5075421b65,W-43,Exterior Wall,Delivered,Ship,,Complete,100,1/27/25,,,Manuel,5/6/25,5/6/25,45,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
7aab299d-2fc6-4abc-b7c7-52256befb148,W-43,Interior Wall ,Delivered,Ship,,Complete,100,10/22/24,,,,2/12/25,2/12/25,200,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
8c60c7cb-af69-42d2-a1d2-977fd2e000b5,W-43a,Interior Wall ,Delivered,Ship,,Complete,100,10/22/24,,,,2/12/25,2/12/25,30,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
50301f78-abd9-42e2-b923-787302ec2eda,W-43A,Exterior Wall,Delivered,Ship,,Complete,100,8/26/24,,,,8/28/24,8/28/24,57,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
4e960f5a-d3d5-4de6-ae18-22b4a734962b,W-43b,Interior Wall ,Delivered,Ship,,Complete,100,10/22/24,,,,2/12/25,2/12/25,20,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
868696b3-a161-4cf0-ac9d-3a850f01091b,W-43c,Interior Wall ,Delivered,Ship,,Complete,100,11/5/24,,,,2/12/25,2/12/25,22,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
b15728a9-0571-4ed1-82c2-dca3f21a0821,W-43d,Interior Wall ,Delivered,Ship,,Complete,100,10/22/24,,,,2/12/25,2/12/25,22,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
c2783d31-a301-4bb4-87f7-6170b3fee6de,W-44,Exterior Wall,Delivered,Ship,,Complete,100,8/26/24,,,,8/28/24,8/28/24,54,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
d04b113d-a122-4d72-a7fd-672d6bce678b,W-44,Exterior Wall,Delivered,Ship,,Complete,100,11/7/24,,,,2/12/25,2/12/25,260,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
129c2fae-2d2a-4676-ab25-f4085f4fc8be,W-44,Exterior Wall,Delivered,Ship,,Complete,100,9/24/24,,,,11/4/24,11/4/24,200,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
0f48808d-86f5-473f-bac4-f3a4ba3086dc,W-45,Exterior Wall,Delivered,Ship,,Complete,100,8/26/24,,,,8/28/24,8/28/24,155,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
4a26e842-6340-4eae-89c0-e08ee4ece5af,W-45,Interior Wall ,Delivered,Ship,,Complete,100,1/27/25,,,Adrian,5/7/25,5/7/25,18,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
5c951ad6-0e12-4d2f-a864-180fd701cf95,W-45,Exterior Wall,Delivered,Ship,,Complete,100,11/11/24,,,,2/12/25,2/12/25,190,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
29192956-5e1c-48ef-bc72-12118dbdd095,W-45,Exterior Wall,Delivered,Ship,,Complete,100,9/19/24,,,,11/4/24,11/4/24,63,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
ca30b807-1aa4-4558-8a3c-5d4ce30440a9,W-46,Exterior Wall,Delivered,Ship,,Complete,100,8/26/24,,,,8/28/24,8/28/24,54,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
c4ff1fc4-1e26-4f9d-9d94-e67cf59e10e8,W-46,Exterior Wall,Delivered,Ship,,Complete,100,1/28/25,,,Manuel,5/7/25,5/7/25,108,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
fd85eb15-db14-4966-9250-28279ccd9890,W-46,Interior Wall ,Delivered,Ship,,Complete,100,10/22/24,,,,2/12/25,2/12/25,20,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
24f15340-8342-468e-98b8-bc76bb733c48,W-46,Interior Wall ,Delivered,Ship,,Complete,100,9/20/24,,,,11/4/24,11/4/24,135,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
dc9a2cef-6af9-4caa-b1c2-dee18e89b7ec,W-47,Exterior Wall,Delivered,Ship,,Complete,100,8/26/24,,,,8/28/24,8/28/24,117,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
c76cb7b8-632b-4649-9047-f4105b3ce0dd,W-47,Exterior Wall,Delivered,Ship,,Complete,100,1/28/25,,,Manuel,5/7/25,5/7/25,27,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
3ad54199-7cd0-436c-90c7-edd8cf093fb6,W-47,Interior Wall ,Delivered,Ship,,Complete,100,10/22/24,,,,2/12/25,2/12/25,70,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
bb65969c-ef2d-4fa7-ae7b-abb5215770f1,W-47,Exterior Wall,Delivered,Ship,,Complete,100,9/19/24,,,,11/4/24,11/4/24,55,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
e6d56f0b-aefd-4c94-abac-f71c49994cb1,W-48,Exterior Wall,Delivered,Ship,,Complete,100,8/23/24,,,,8/28/24,8/28/24,234,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
5e9fe5b9-4157-4f4c-a3bc-b76f59d7387b,W-48,Exterior Wall,Delivered,Ship,,Complete,100,1/28/25,,,Manuel,5/7/25,5/7/25,130,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
3d0e3817-6bc8-4a74-aa44-22e5ad7b8ba0,W-48,Exterior Wall,Delivered,Ship,,Complete,100,11/11/24,,,,2/12/25,2/12/25,140,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
b0eb9fc6-7df6-4e9b-9c95-f9d93620c588,W-48,Interior Wall ,Delivered,Ship,,Complete,100,9/20/24,,,,11/4/24,11/4/24,139,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
ed5f7900-a8b1-4f14-982e-94c4771d39e0,W-49,Exterior Wall,Delivered,Ship,,Complete,100,1/28/25,,,Manuel,5/7/25,5/7/25,65,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
e39f697f-21d6-455e-8a1e-747c2ebf3a8d,W-49,Exterior Wall,Delivered,Ship,,Complete,100,11/5/24,,,,2/12/25,2/12/25,75,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
df4c43ef-05ff-467e-81b4-54eb6a64411d,W-49,Interior Wall ,Delivered,Ship,,Complete,100,9/20/24,,,,11/4/24,11/4/24,139,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
f3821782-d37e-4746-ae1b-e750c1930d7d,W-49A,Exterior Wall,Delivered,Ship,,Complete,100,8/22/24,,,,8/28/24,8/28/24,200,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
65336988-ff5c-4267-ad1b-58453393fe7c,W-49B,Exterior Wall,Delivered,Ship,,Complete,100,8/22/24,,,,8/28/24,8/28/24,95,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
99d57e15-cad8-47fc-9e76-6cc813e8168a,W-5,Interior Wall ,Delivered,Ship,,Complete,100,7/30/24,,,,9/4/24,9/4/24,117,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
523839e9-be4e-4c43-8372-9939a55a4bf8,W-5,Exterior Wall,Delivered,Ship,,Complete,100,1/20/25,,,Hayden,5/6/25,5/6/25,18,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
5a8b637c-383b-45d1-89f2-ee30a1fd2df3,W-5,Exterior Wall,Delivered,Ship,,Complete,100,10/29/24,,,,2/12/25,2/12/25,50,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
6465851a-d71e-438a-9783-8cd0505c1189,W-5,Interior Wall ,Delivered,Ship,,Complete,100,9/18/24,,,,11/4/24,11/4/24,18,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
6daeeb83-5464-450c-8692-cdb4aae80f4c,W-50,Interior Wall ,Delivered,Ship,,Complete,100,8/22/24,,,,8/28/24,8/28/24,57,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
a6482581-0091-44b8-8841-4ecf0bfaa00b,W-50,Interior Wall ,Delivered,Ship,,Complete,100,1/20/25,,,Adrian,5/6/25,5/6/25,18,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
3813557f-a479-4a6e-a122-ed7124e9bc18,W-50,Interior Wall ,Delivered,Ship,,Complete,100,10/22/24,,,,2/12/25,2/12/25,130,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
e6bc3861-df2a-4d86-85c3-904aaa6fb123,W-50,Interior Wall ,Delivered,Ship,,Complete,100,9/20/24,,,,11/4/24,11/4/24,85,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
828233cf-a561-4328-b904-6b09b30730cb,W-50A,Exterior Wall,Delivered,Ship,,Complete,100,1/29/25,,,Adrian,5/7/25,5/7/25,75,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
08b98f47-fa70-457d-ab3d-3bb51035bd8e,W-50B,Exterior Wall,Delivered,Ship,,Complete,100,1/29/25,,,Adrian,5/7/25,5/7/25,75,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
da17b3f9-d690-4f51-beab-b4dc682f5ae1,W-50c,Exterior Wall,Delivered,Ship,,Complete,100,1/28/25,,,Adrian,5/7/25,5/7/25,60,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
843b8b1a-706f-4bdb-8f1e-a0649d12d075,W-51,Interior Wall ,Delivered,Ship,,Complete,100,8/22/24,,,,8/28/24,8/28/24,33,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
dd85d276-237d-4537-b819-94b0763361f7,W-51,Exterior Wall,Delivered,Ship,,Complete,100,1/29/25,,,Andres,5/7/25,5/7/25,81,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
b2b17c5f-2170-40d9-ad60-150843c628f4,W-51,Interior Wall ,Delivered,Ship,,Complete,100,11/11/24,,,,2/12/25,2/12/25,65,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
eec03975-4bb8-480c-a654-f288983bb795,W-51,Exterior Wall,Delivered,Ship,,Complete,100,9/30/24,,,,11/4/24,11/4/24,127,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
9105ab35-97ca-473a-b924-e68146afcada,W-52,Interior Wall ,Delivered,Ship,,Complete,100,8/22/24,,,,8/28/24,8/28/24,238,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
27091636-08df-4181-b1f2-7d24607b845b,W-52,Exterior Wall,Delivered,Ship,,Complete,100,1/29/25,,,Mike,5/7/25,5/7/25,108,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
d84940b0-e672-4f40-89c7-ce56a8deaba3,W-52,Interior Wall ,Delivered,Ship,,Complete,100,10/23/24,,,,2/12/25,2/12/25,140,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
e0be1667-89d9-46c8-90aa-7ec2855c307f,W-52,Exterior Wall,Delivered,Ship,,Complete,100,9/30/24,,,,11/4/24,11/4/24,234,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
716f5123-69f0-45a5-93bf-4e943a5922c9,W-53,Interior Wall ,Delivered,Ship,,Complete,100,8/22/24,,,,8/28/24,8/28/24,29,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
a23a3a9e-786b-4675-bece-50436355dd72,W-53,Exterior Wall,Delivered,Ship,,Complete,100,1/30/25,,,Mike,5/7/25,5/7/25,10,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
8d78feb6-78b6-4a61-84c9-946f43e45831,W-53,Interior Wall ,Delivered,Ship,,Complete,100,11/14/24,,,,2/12/25,2/12/25,100,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
1b01e790-af53-43a5-9a55-5250a0d2ef37,W-53,Exterior Wall,Delivered,Ship,,Complete,100,9/30/24,,,,11/4/24,11/4/24,135,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
74a73dc3-592b-45ca-bd67-488127779875,W-54,Interior Wall ,Delivered,Ship,,Complete,100,8/22/24,,,,8/28/24,8/28/24,95,TEK-004-BURGHER325HLND,,22:03.7,,,,7/16/25 00:00,
fd62862a-3a61-404e-adb3-12120820ef01,W-54,Exterior Wall,Delivered,Ship,,Complete,100,1/30/25,,,Adrian,5/7/25,5/7/25,114,TEK-015-ASPENGLENSD-2,,22:03.7,,,,7/16/25 00:00,
154394e0-cffb-43e8-a191-0d631513241b,W-54,Exterior Wall,Delivered,Ship,,Complete,100,11/14/24,,,,2/12/25,2/12/25,100,TEK-018-ASPENGLENSD-5,,22:03.7,,,,7/16/25 00:00,
e1153e23-3a08-436a-b628-64541dd29f7e,W-54,Exterior Wall,Delivered,Ship,,Complete,100,10/2/24,,,,11/4/24,11/4/24,105,TEK-019-ASPENGLENSD-6,,22:03.7,,,,7/16/25 00:00,
